Make,Model,Year,Transmission,FuelType,EngineCapacity,Mileage,Price
Nissan,X-Trail,2016,Automatic,Petrol,2000,35000,6250000
Nissan,X-Trail,2016,Automatic,Petrol,2000,33213,6285000
Nissan,X-Trail,2015,Automatic,Petrol,2000,47521,6300000
Nissan,X-Trail,2015,Automatic,Petrol,1890,18500,6300000
Nissan,X-Trail,2016,Automatic,Petrol,2000,76356,6490000
Nissan,X-Trail,2016,Automatic,Petrol,1990,33542,6500000
Nissan,X-Trail,2016,Automatic,Petrol,1990,49500,6550000
Nissan,X-Trail,2016,Automatic,Petrol,2000,16854,6650000
Nissan,X-Trail,2015,Automatic,Petrol,1990,30000,6800000
Nissan,X-Trail,2016,Automatic,Petrol,2200,63852,6850000
Nissan,X-Trail,2016,Automatic,Petrol,2000,63000,6900000
Nissan,X-Trail,2015,Automatic,Petrol,2000,57000,6950000
Nissan,X-Trail,2016,Automatic,Petrol,1990,69000,7100000
Nissan,X-Trail,2015,Automatic,Petrol,2000,66000,7300000
Nissan,X-Trail,2016,Automatic,Petrol,1999,13000,9200000
Nissan,X-Trail,2016,Automatic,Petrol,2000,88500,"
8200000"
Nissan,X-Trail,2015,Automatic,Petrol,2000,92301,"
7850000"
Nissan,X-Trail,2003,Automatic,Petrol,2500,115000,"
3850000"
Nissan,X-Trail,2015,Automatic,Petrol,2000,77922,"
7800000"
Nissan,X-Trail,2007,Automatic,Petrol,1990,120000,"
4600000"
Nissan,X-Trail,2016,Automatic,Petrol,1990,64000,"
8400000"
Nissan,X-Trail,2016,Automatic,Petrol,2000,85000,"
7750000"
Nissan,X-Trail,2015,Automatic,Petrol,1990,86000,"
7650000"
Nissan,X-Trail,2013,Automatic,Petrol,2000,100000,"
7400000"
Nissan,X-Trail,2015,Automatic,Petrol,2000,147000,"
7800000"
Nissan,X-Trail,2015,Automatic,Petrol,2000,92301,"
7850000"
Nissan,X-Trail,2016,Automatic,Petrol,2000,21000,"
8700000"
Nissan,X-Trail,2016,Automatic,Petrol,2000,86000,"
8500000"
Nissan,X-Trail,2015,Automatic,Petrol,2000,112000,"
8100000"
Nissan,X-Trail,2016,Automatic,Petrol,1990,65190,"
7800000"
Nissan,X-Trail,2015,Automatic,Petrol,2000,92301,"
7850000"
Nissan,X-Trail,2016,Automatic,Petrol,2000,49500,"
8500000"
Nissan,X-Trail,2016,Automatic,Petrol,1990,51000,"
8350000"
Nissan,X-Trail,2010,Automatic,Petrol,2000,143000,"
5675000"
Nissan,X-Trail,2016,Automatic,Petrol,2000,100000,"
7450000"
Nissan,X-Trail,2015,Automatic,Petrol,2000,81000,"
7550000"
Nissan,X-Trail,2015,Automatic,Petrol,2000,133000,"
7400000"
Perodua,Axia,2016,Manual,Petrol,1000,54913,2390000
Perodua,Axia,2015,Automatic,Petrol,1000,90000,2495000
Perodua,Axia,2015,Automatic,Petrol,1000,36754,2590000
Perodua,Axia,2015,Automatic,Petrol,1000,63000,2590000
Perodua,Axia,2015,Automatic,Petrol,1000,38506,2600000
Perodua,Axia,2016,Automatic,Petrol,1000,26000,2650000
Perodua,Axia,2016,Automatic,Petrol,1000,65000,2650000
Perodua,Axia,2016,Automatic,Petrol,1000,36000,2675000
Perodua,Axia,2016,Automatic,Petrol,1000,18000,2695000
Perodua,Axia,2015,Automatic,Petrol,1000,17800,2695000
Perodua,Axia,2015,Automatic,Petrol,998,54866,2775000
Perodua,Axia,2017,Automatic,Petrol,1000,47000,2900000
Perodua,Axia,2017,Automatic,Petrol,998,26200,2975000
Perodua,Axia,2017,Automatic,Petrol,1000,26682,2995000
Perodua,Axia,2017,Automatic,Petrol,1000,40000,2995000
Perodua,Axia,2016,Automatic,Petrol,1000,36000,3000000
Perodua,Axia,2017,Automatic,Petrol,990,27500,3025000
Perodua,Axia,2017,Automatic,Petrol,1000,12000,3050000
Perodua,Axia,2017,Automatic,Petrol,1000,40000,3075000
Perodua,Axia,2016,Automatic,Petrol,1000,54000,3230000
Perodua,Axia,2019,Automatic,Petrol,998,20400,3325000
Perodua,Axia,2020,Automatic,Petrol,1000,7500,"
4590000"
Perodua,Bezza,2018,Automatic,Petrol,1000,12000,3200000
Perodua,Bezza,2017,Automatic,Petrol,1000,36118,3295000
Perodua,Bezza,2017,Automatic,Petrol,1000,34000,3315000
Perodua,Bezza,2017,Automatic,Petrol,1000,61500,3350000
Perodua,Bezza,2017,Automatic,Petrol,1000,66000,3375000
Perodua,Bezza,2018,Automatic,Petrol,1000,35420,3395000
Perodua,Bezza,2018,Automatic,Petrol,1000,37000,3395000
Perodua,Bezza,2019,Automatic,Petrol,998,3763,3450000
Perodua,Bezza,2018,Automatic,Petrol,1000,24100,3475000
Perodua,Bezza,2018,Automatic,Petrol,1000,9940,3475000
Perodua,Bezza,2018,Automatic,Petrol,1000,24000,3500000
Perodua,Bezza,2017,Automatic,Petrol,1000,19953,3500000
Perodua,Bezza,2018,Automatic,Petrol,1000,14000,3590000
Perodua,Bezza,2018,Automatic,Petrol,1000,14000,3600000
Perodua,Bezza,2019,Automatic,Petrol,1000,1920,3780000
Perodua,Bezza,2019,Automatic,Petrol,1000,8500,3900000
Perodua,Bezza,2018,Automatic,Petrol,1000,11530,"
4700000"
Perodua,Bezza,2017,Automatic,Petrol,1000,56000,"
4350000"
Perodua,Bezza,2017,Automatic,Petrol,1000,57000,"
4375000"
Perodua,Kelisa,2004,Manual,Petrol,989,125000,1290000
Perodua,Kelisa,2004,Automatic,Petrol,1000,95000,1450000
Perodua,Kelisa,2003,Manual,Petrol,1000,95000,1450000
Perodua,Kelisa,2005,Automatic,Petrol,1000,135000,1450000
Perodua,Kelisa,2003,Manual,Petrol,1000,71800,1475000
Perodua,Kelisa,2003,Automatic,Petrol,1000,170000,1520000
Perodua,Kelisa,2008,Manual,Petrol,1000,113000,1550000
Perodua,Kelisa,2007,Automatic,Petrol,1000,95000,1575000
Perodua,Kelisa,2007,Automatic,Petrol,1000,138000,1590000
Perodua,Kelisa,2005,Automatic,Petrol,1000,144300,1600000
Perodua,Kelisa,2005,Automatic,Petrol,1000,84000,1600000
Perodua,Kelisa,2006,Automatic,Petrol,10000,10000,1640000
Perodua,Kelisa,2007,Automatic,Petrol,989,85375,1650000
Perodua,Kelisa,2007,Automatic,Petrol,1000,142500,1675000
Perodua,Kelisa,2003,Manual,Petrol,1000,137000,"
1850000"
Perodua,Viva Elite,2009,Manual,Petrol,660,72000,1550000
Perodua,Viva Elite,2010,Manual,Petrol,1000,90000,1575000
Perodua,Viva Elite,2008,Manual,Petrol,1000,42000,1625000
Perodua,Viva Elite,2007,Automatic,Petrol,1000,105000,1625000
Perodua,Viva Elite,2008,Manual,Petrol,850,57000,1650000
Perodua,Viva Elite,2003,Automatic,Petrol,1000,45000,1690000
Perodua,Viva Elite,2010,Manual,Petrol,1000,48102,1790000
Perodua,Viva Elite,2008,Automatic,Petrol,1000,119000,1825000
Perodua,Viva Elite,2011,Manual,Petrol,1000,145000,1850000
Perodua,Viva Elite,2011,Manual,Petrol,1000,74200,1850000
Perodua,Viva Elite,2011,Manual,Petrol,1000,116000,1865000
Perodua,Viva Elite,2010,Manual,Petrol,800,135687,1880000
Perodua,Viva Elite,2011,Manual,Petrol,1000,73000,1890000
Perodua,Viva Elite,2011,Manual,Petrol,1000,78000,1890000
Perodua,Viva Elite,2011,Manual,Petrol,1000,90000,1890000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,77900,1900000
Perodua,Viva Elite,2011,Manual,Petrol,990,52000,1900000
Perodua,Viva Elite,2010,Manual,Petrol,1000,87000,1900000
Perodua,Viva Elite,2010,Manual,Petrol,850,67000,1950000
Perodua,Viva Elite,2011,Manual,Petrol,1000,82091,1950000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,81851,1965000
Perodua,Viva Elite,2014,Manual,Petrol,950,67000,1975000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,85050,1975000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,90000,1985000
Perodua,Viva Elite,2012,Manual,Petrol,1000,100000,1985000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,65742,1990000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,66000,1995000
Perodua,Viva Elite,2011,Manual,Petrol,1000,45000,2000000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,89000,2000000
Perodua,Viva Elite,2013,Automatic,Petrol,650,61000,2000000
Perodua,Viva Elite,2011,Manual,Petrol,1000,80000,2000000
Perodua,Viva Elite,2011,Manual,Petrol,1000,85500,2000000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,79000,2015000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,72160,2015000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,70000,2020000
Perodua,Viva Elite,2011,Manual,Petrol,1000,176000,2025000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,70000,2035000
Perodua,Viva Elite,2011,Automatic,Petrol,800,78000,2035000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,71000,2040000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,80000,2050000
Perodua,Viva Elite,2010,Automatic,Petrol,2010,64419,2050000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,85000,2050000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,75000,2050000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,92860,2070000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,124000,2075000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,78000,2075000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,81900,2075000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,52500,2075000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,69500,2085000
Perodua,Viva Elite,2012,Manual,Petrol,1000,98000,2085000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,78000,2090000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,58000,2090000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,80744,2090000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,89120,2095000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,90000,2100000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,103000,2100000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,84500,2115000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,61800,2125000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,100000,2140000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,81000,2150000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,82000,2150000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,98000,2150000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,47943,2150000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,41000,2150000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,71000,2150000
Perodua,Viva Elite,2011,Automatic,Petrol,100,74100,2150000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,58000,2150000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,50250,2165000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,97150,2165000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,59000,2175000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,43000,2175000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,81235,2190000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,71000,2190000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,48804,2190000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,68000,2190000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,81562,2195000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,63010,2195000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,63000,2195000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,82000,2195000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,42900,2200000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,65000,2200000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,70000,2200000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,67000,2200000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,68000,2225000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,82000,2225000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,81217,2225000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,69000,2225000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,74900,2240000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,61702,2240000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,64000,2245000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,51500,2250000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,123700,2250000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,31000,2250000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,66000,2250000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,58000,2250000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,82000,2250000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,53100,2250000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,117000,2275000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,83000,2275000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,37000,2275000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,63000,2275000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,71400,2275000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,60000,2275000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,70000,2290000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,80000,2290000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,56000,2290000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,56000,2300000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,23000,2300000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,21000,2325000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,49800,2330000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,44000,2335000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,45000,2350000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,80000,2350000
Perodua,Viva Elite,2012,Manual,Petrol,1000,67243,2400000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,17000,2475000
Perodua,Viva Elite,2014,Automatic,Petrol,1000,27500,2800000
Perodua,Viva Elite,2013,Automatic,Petrol,1000,47700,"
2890000"
Perodua,Viva Elite,2011,Manual,Petrol,1000,81000,"
2625000"
Perodua,Viva Elite,2013,Automatic,Petrol,1000,106000,"
2875000"
Perodua,Viva Elite,2011,Manual,Petrol,1000,100000,"
2565000"
Perodua,Viva Elite,2013,Automatic,Petrol,1000,97150,"
2920000"
Perodua,Viva Elite,2012,Manual,Petrol,1000,86000,"
2525000"
Perodua,Viva Elite,2009,Automatic,Petrol,1000,119000,"
2275000"
Perodua,Viva Elite,2010,Automatic,Petrol,1000,109000,"
2875000"
Perodua,Viva Elite,2013,Manual,Petrol,1000,55463,"
2990000"
Perodua,Viva Elite,2012,Manual,Petrol,1000,56000,"
2650000"
Perodua,Viva Elite,2011,Automatic,Petrol,650,80000,"
2775000"
Perodua,Viva Elite,2010,Automatic,Petrol,1000,105000,"
2575000"
Perodua,Viva Elite,2011,Automatic,Petrol,1000,90000,"
2750000"
Peugeot,406,1998,Manual,Petrol,1700,171200,1250000
Peugeot,406,1999,Manual,Petrol,1800,120000,1260000
Peugeot,406,1999,Manual,Petrol,1749,120000,1295000
Peugeot,406,2000,Manual,Petrol,1800,228000,1400000
Peugeot,406,1999,Manual,Petrol,1997,121000,1475000
Peugeot,406,1997,Manual,Petrol,2800,74000,1500000
Peugeot,406,2000,Manual,Petrol,1800,250000,1550000
Peugeot,406,1999,Manual,Petrol,1997,121000,1575000
Peugeot,406,2001,Manual,Petrol,1800,166000,1575000
Peugeot,406,1998,Manual,Diesel,1900,110000,1575000
Peugeot,406,2000,Automatic,Petrol,1977,144635,1590000
Peugeot,406,2001,Manual,Petrol,1800,245000,1590000
Peugeot,406,2000,Manual,Diesel,1997,374000,1650000
Peugeot,406,2001,Automatic,Petrol,2000,73931,1650000
Peugeot,406,2002,Manual,Petrol,1800,155000,1690000
Peugeot,406,1997,Manual,Petrol,1800,74000,1800000
Peugeot,406,2003,Manual,Diesel,1997,140000,1850000
Peugeot,406,2001,Manual,Petrol,1800,150000,"
1850000"
Renault,KWID,2016,Manual,Petrol,850,55000,1600000
Renault,KWID,2016,Manual,Petrol,800,60000,1620000
Renault,KWID,2016,Manual,Petrol,800,75280,1625000
Renault,KWID,2016,Manual,Petrol,800,60000,1635000
Renault,KWID,2016,Manual,Petrol,800,49000,1650000
Renault,KWID,2016,Manual,Petrol,800,53000,1650000
Renault,KWID,2016,Manual,Petrol,800,78000,1650000
Renault,KWID,2016,Manual,Petrol,800,52000,1650000
Renault,KWID,2016,Manual,Petrol,800,61500,1650000
Renault,KWID,2016,Manual,Petrol,800,36000,1660000
Renault,KWID,2016,Manual,Petrol,800,72000,1660000
Renault,KWID,2017,Manual,Petrol,800,11000,1660000
Renault,KWID,2016,Manual,Petrol,800,38000,1675000
Renault,KWID,2016,Manual,Petrol,800,57245,1675000
Renault,KWID,2016,Manual,Petrol,8000,48000,1675000
Renault,KWID,2016,Manual,Petrol,800,46600,1675000
Renault,KWID,2016,Manual,Petrol,800,18000,1690000
Renault,KWID,2016,Manual,Petrol,800,29000,1690000
Renault,KWID,2016,Manual,Petrol,800,57235,1690000
Renault,KWID,2016,Manual,Petrol,800,58752,1690000
Renault,KWID,2016,Manual,Petrol,800,38421,1690000
Renault,KWID,2016,Manual,Petrol,800,71000,1695000
Renault,KWID,2016,Manual,Petrol,800,52100,1695000
Renault,KWID,2016,Manual,Petrol,800,65000,1700000
Renault,KWID,2016,Manual,Petrol,800,20100,1700000
Renault,KWID,2016,Manual,Petrol,800,97000,1700000
Renault,KWID,2016,Manual,Petrol,800,33000,1700000
Renault,KWID,2016,Manual,Petrol,800,31000,1735000
Renault,KWID,2016,Manual,Petrol,800,11000,1750000
Renault,KWID,2016,Manual,Petrol,1000,40000,1750000
Renault,KWID,2016,Manual,Petrol,800,39000,1750000
Renault,KWID,2017,Manual,Petrol,800,71000,1750000
Renault,KWID,2016,Manual,Petrol,800,38000,1750000
Renault,KWID,2016,Manual,Petrol,800,48400,1750000
Renault,KWID,2016,Manual,Petrol,800,42677,1760000
Renault,KWID,2016,Manual,Petrol,800,48439,1760000
Renault,KWID,2016,Manual,Petrol,990,53866,1775000
Renault,KWID,2016,Manual,Petrol,1000,39000,1780000
Renault,KWID,2017,Manual,Petrol,800,32700,1780000
Renault,KWID,2016,Manual,Petrol,800,15798,1800000
Renault,KWID,2017,Manual,Petrol,800,23000,1840000
Renault,KWID,2016,Manual,Petrol,800,9200,1850000
Renault,KWID,2016,Manual,Petrol,800,36000,1925000
Renault,KWID,2016,Manual,Petrol,800,34205,1975000
Renault,KWID,2018,Manual,Petrol,800,12000,2000000
Renault,KWID,2016,Manual,Petrol,799,19096,2150000
Renault,KWID,2017,Automatic,Petrol,1,16000,2220000
Renault,KWID,2018,Manual,Petrol,800,49000,"
2700000"
Ssang Yong,Kyron,2008,Manual,Diesel,2000,140000,2575000
Ssang Yong,Kyron,2009,Manual,Diesel,2000,145000,2700000
Ssang Yong,Kyron,2008,Automatic,Diesel,2500,145000,2775000
Ssang Yong,Kyron,2009,Manual,Diesel,2500,145000,2900000
Ssang Yong,Kyron,2008,Automatic,Diesel,2000,121000,2975000
Ssang Yong,Kyron,2008,Automatic,Diesel,2000,78000,2975000
Ssang Yong,Kyron,2008,Automatic,Diesel,2000,120000,3000000
Ssang Yong,Kyron,2008,Automatic,Diesel,2000,103000,3075000
Ssang Yong,Kyron,2010,Automatic,Diesel,2000,138000,3275000
Ssang Yong,Kyron,2008,Automatic,Diesel,2000,181000,3300000
Ssang Yong,Kyron,2007,Automatic,Diesel,2000,110000,"
3475000"
Ssang Yong,Rexton,2008,Automatic,Diesel,2700,135000,3500000
Ssang Yong,Rexton,2008,Automatic,Diesel,2700,134000,3600000
Ssang Yong,Rexton,2007,Automatic,Diesel,2700,112000,3750000
Ssang Yong,Rexton,2008,Automatic,Diesel,2999,200000,3800000
Ssang Yong,Rexton,2008,Automatic,Diesel,2800,112000,3800000
Ssang Yong,Rexton,2008,Automatic,Diesel,2700,203000,3850000
Ssang Yong,Rexton,2008,Automatic,Diesel,2700,99650,3975000
Ssang Yong,Rexton,2014,Automatic,Diesel,2000,68000,6350000
Ssang Yong,Rexton,2015,Automatic,Diesel,2000,85000,6350000
Ssang Yong,Rexton,2014,Automatic,Diesel,2700,170000,6500000
Ssang Yong,Rexton,2015,Automatic,Diesel,2000,54000,6750000
Ssang Yong,Rexton,2015,Automatic,Diesel,2000,90100,6900000
Ssang Yong,Rexton,2015,Automatic,Diesel,2000,43000,8500000
Ssang Yong,Rexton,2018,Automatic,Diesel,2200,18000,14000000
Ssang Yong,Rexton,2018,Automatic,Diesel,2200,66000,"
16500000"
Ssang Yong,Tivoli,2018,Automatic,Petrol,1600,67000,"
6450000"
Subaru,XV,2013,Automatic,Petrol,2000,79000,4175000
Subaru,XV,2014,Automatic,Petrol,1990,79000,4190000
Subaru,XV,2013,Automatic,Petrol,2000,89269,4450000
Subaru,XV,2014,Automatic,Petrol,2000,100000,4575000
Subaru,XV,2014,Automatic,Petrol,2000,90000,4675000
Subaru,XV,2015,Automatic,Petrol,2000,84000,4900000
Subaru,XV,2014,Automatic,Petrol,1900,77000,4900000
Subaru,XV,2015,Automatic,Petrol,1995,100000,5000000
Subaru,XV,2013,Automatic,Petrol,2000,90000,5000000
Subaru,XV,2015,Automatic,Petrol,1990,45000,5500000
Subaru,XV,2014,Automatic,Petrol,1990,66400,"
6800000"
Subaru,XV,2013,Automatic,Petrol,2000,100000,"
6300000"
Subaru,XV,2014,Automatic,Petrol,2000,85000,"
6590000"
Suzuki,Alto,2003,Manual,Petrol,1000,160000,800000
Suzuki,Alto,1990,Manual,Petrol,800,80000,850000
Suzuki,Alto,1998,Manual,Petrol,630,120394,925000
Suzuki,Alto,1997,Manual,Petrol,660,106000,1040000
Suzuki,Alto,2003,Manual,Petrol,800,119652,1195000
Suzuki,Alto,2015,Manual,Petrol,800,29000,1200000
Suzuki,Alto,2003,Manual,Petrol,800,105000,1245000
Suzuki,Alto,2006,Manual,Petrol,800,90000,1265000
Suzuki,Alto,2006,Manual,Petrol,800,85000,1290000
Suzuki,Alto,2004,Manual,Petrol,1000,74000,1290000
Suzuki,Alto,2006,Manual,Petrol,800,76000,1290000
Suzuki,Alto,2004,Manual,Petrol,800,103000,1295000
Suzuki,Alto,2005,Manual,Petrol,800,131000,1300000
Suzuki,Alto,2006,Manual,Petrol,800,92000,1310000
Suzuki,Alto,2006,Manual,Petrol,800,122000,1320000
Suzuki,Alto,2007,Manual,Petrol,800,87091,1325000
Suzuki,Alto,2008,Manual,Petrol,800,105000,1325000
Suzuki,Alto,2006,Manual,Petrol,800,135000,1325000
Suzuki,Alto,2006,Manual,Petrol,800,108000,1335000
Suzuki,Alto,2008,Manual,Petrol,800,100000,1340000
Suzuki,Alto,2007,Manual,Petrol,800,83450,1340000
Suzuki,Alto,2006,Manual,Petrol,800,122968,1350000
Suzuki,Alto,2007,Manual,Petrol,800,87203,1350000
Suzuki,Alto,2007,Manual,Petrol,800,90000,1365000
Suzuki,Alto,2006,Manual,Petrol,800,58000,1365000
Suzuki,Alto,2005,Manual,Petrol,800,8400,1365000
Suzuki,Alto,2007,Manual,Petrol,800,99300,1370000
Suzuki,Alto,2006,Manual,Petrol,800,160000,1375000
Suzuki,Alto,2006,Manual,Petrol,800,74000,1375000
Suzuki,Alto,2011,Manual,Petrol,800,35000,1380000
Suzuki,Alto,2008,Manual,Petrol,800,87000,1385000
Suzuki,Alto,2007,Manual,Petrol,800,72000,1390000
Suzuki,Alto,2007,Manual,Petrol,800,100000,1390000
Suzuki,Alto,1999,Manual,Petrol,1000,120000,1390000
Suzuki,Alto,2005,Manual,Petrol,800,80000,1390000
Suzuki,Alto,2007,Manual,Petrol,800,68000,1395000
Suzuki,Alto,2011,Manual,Petrol,800,86000,1395000
Suzuki,Alto,2007,Manual,Petrol,800,114000,1395000
Suzuki,Alto,2006,Manual,Petrol,796,85917,1400000
Suzuki,Alto,2016,Manual,Petrol,800,25482,1400000
Suzuki,Alto,2011,Manual,Petrol,800,85000,1415000
Suzuki,Alto,2010,Manual,Petrol,800,74000,1415000
Suzuki,Alto,2006,Manual,Petrol,800,96000,1420000
Suzuki,Alto,2011,Manual,Petrol,1000,112000,1425000
Suzuki,Alto,2009,Manual,Petrol,800,68000,1425000
Suzuki,Alto,2007,Manual,Petrol,800,67975,1430000
Suzuki,Alto,2009,Manual,Petrol,800,68000,1435000
Suzuki,Alto,2010,Manual,Petrol,800,79000,1440000
Suzuki,Alto,2010,Manual,Petrol,800,79000,1450000
Suzuki,Alto,2013,Manual,Petrol,796,64586,1450000
Suzuki,Alto,2008,Manual,Petrol,800,37000,1450000
Suzuki,Alto,2010,Manual,Petrol,800,104000,1450000
Suzuki,Alto,2007,Manual,Petrol,800,52000,1450000
Suzuki,Alto,2010,Manual,Petrol,800,64820,1460000
Suzuki,Alto,2010,Manual,Petrol,800,95000,1465000
Suzuki,Alto,2010,Manual,Petrol,800,126000,1470000
Suzuki,Alto,2010,Manual,Petrol,800,73421,1475000
Suzuki,Alto,2011,Manual,Petrol,800,48000,1475000
Suzuki,Alto,2010,Manual,Petrol,800,82000,1475000
Suzuki,Alto,2011,Manual,Petrol,800,80000,1475000
Suzuki,Alto,2011,Manual,Petrol,800,130000,1475000
Suzuki,Alto,2011,Manual,Petrol,800,70000,1475000
Suzuki,Alto,2010,Manual,Petrol,800,96322,1480000
Suzuki,Alto,2011,Manual,Petrol,800,92120,1485000
Suzuki,Alto,2011,Manual,Petrol,800,58000,1485000
Suzuki,Alto,2011,Manual,Petrol,800,78000,1490000
Suzuki,Alto,2011,Manual,Petrol,800,110423,1490000
Suzuki,Alto,2011,Manual,Petrol,800,110000,1490000
Suzuki,Alto,2011,Manual,Petrol,796,62000,1490000
Suzuki,Alto,2006,Manual,Petrol,800,83303,1490000
Suzuki,Alto,2000,Manual,Petrol,650,120000,1490000
Suzuki,Alto,2010,Manual,Petrol,800,63300,1495000
Suzuki,Alto,2011,Manual,Petrol,800,92158,1495000
Suzuki,Alto,2011,Manual,Petrol,800,64000,1495000
Suzuki,Alto,2011,Manual,Petrol,800,92017,1495000
Suzuki,Alto,2010,Manual,Petrol,800,43000,1495000
Suzuki,Alto,2010,Manual,Petrol,800,66577,1500000
Suzuki,Alto,2011,Manual,Petrol,800,90000,1500000
Suzuki,Alto,2012,Manual,Petrol,800,60000,1500000
Suzuki,Alto,2011,Manual,Petrol,800,80100,1500000
Suzuki,Alto,2011,Manual,Petrol,800,59000,1505000
Suzuki,Alto,2008,Manual,Petrol,800,140000,1505000
Suzuki,Alto,2012,Manual,Petrol,800,83000,1510000
Suzuki,Alto,2010,Manual,Petrol,800,96000,1510000
Suzuki,Alto,2011,Manual,Petrol,800,89000,1520000
Suzuki,Alto,2010,Manual,Petrol,800,62000,1525000
Suzuki,Alto,2003,Automatic,Petrol,1000,128880,1525000
Suzuki,Alto,2010,Automatic,Petrol,800,66000,1525000
Suzuki,Alto,2011,Manual,Petrol,800,115000,1525000
Suzuki,Alto,2004,Manual,Petrol,650,155000,1535000
Suzuki,Alto,2012,Manual,Petrol,800,65000,1535000
Suzuki,Alto,2011,Manual,Petrol,800,78000,1540000
Suzuki,Alto,2011,Manual,Petrol,1000,77000,1540000
Suzuki,Alto,2011,Manual,Petrol,796,85425,1540000
